bn.srl	rD,rA,rB	010 011 DDDDD AAAAA BBBBB 101	it_shift	96	0	1
bn.sra	rD,rA,rB	010 011 DDDDD AAAAA BBBBB 110	it_shift	96	0	1
bn.ror	rD,rA,rB	010 011 DDDDD AAAAA BBBBB 111	it_shift	96	0	1
bn.ori	rD,rA,N	010 100 DDDDD AAAAA NNNNNNNN	it_arith	96	0	1
bn.andi	rD,rA,N	010 101 DDDDD AAAAA NNNNNNNN	it_arith	96	0	1
bn.xori	rD,rA,O	010 110 DDDDD AAAAA OOOOOOOO	it_arith	96	0	1
bn.sfeqi	rA,O	010 111 AAAAA OOOOOOOO 0000 1	it_compare	36	0	1
bn.sfnei	rA,O	010 111 AAAAA OOOOOOOO 0100 1	it_compare	36	0	1
bn.sflesi	rA,O	010 111 AAAAA OOOOOOOO 1000 1	it_compare	36	0	1
bn.sfgtsi	rA,O	010 111 AAAAA OOOOOOOO 1100 1	it_compare	36	0	1
bn.sfleui	rA,O	010 111 AAAAA OOOOOOOO 1001 1	it_compare	36	0	1
bn.sfgtui	rA,O	010 111 AAAAA OOOOOOOO 1101 1	it_compare	36	0	1
bn.sfeq	rA,rB	010 111 AAAAA BBBBB--- 0010 1	it_compare	36	0	1
bn.sfne	rA,rB	010 111 AAAAA BBBBB--- 0110 1	it_compare	36	0	1
bn.sfles	rA,rB	010 111 AAAAA BBBBB--- 1010 1	it_compare	36	0	1
bn.sfgts	rA,rB	010 111 AAAAA BBBBB--- 1110 1	it_compare	36	0	1
bn.cnreti	F,V	010 111 FFFF VVVVVVVVV 0011 1	it_return	298082	0	32
bn.creti	F,V	010 111 FFFF VVVVVVVVV 0111 1	it_return	298082	0	32
bn.sfleu	rA,rB	010 111 AAAAA BBBBB--- 1011 1	it_compare	36	0	1
bn.sfgtu	rA,rB	010 111 AAAAA BBBBB--- 1111 1	it_compare	36	0	1
bn.extbz	rD,rA	010 111 DDDDD AAAAA--- 0000 0	it_move	96	0	1
bn.extbs	rD,rA	010 111 DDDDD AAAAA--- 0001 0	it_move	96	0	1
bn.exthz	rD,rA	010 111 DDDDD AAAAA--- 0010 0	it_move	96	0	1
bn.exths	rD,rA	010 111 DDDDD AAAAA--- 0011 0	it_move	96	0	1
bn.ff1	rD,rA	010 111 DDDDD AAAAA--- 0100 0	it_arith	96	0	1
bn.exp	rD,rA	010 111 DDDDD AAAAA--0 0101 0	it_arith	96	0	8192
bn.exp16	rD,rA	010 111 DDDDD AAAAA--1 0101 0	it_arith	96	0	8192
bn.fl1	rD,rA	010 111 DDDDD AAAAA--- 0110 0	it_arith	96	0	1
bn.clz	rD,rA	010 111 DDDDD AAAAA--- 0111 0	it_arith	96	0	1
bn.swab	rD,rA	010 111 DDDDD AAAAA--- 1000 0	it_arith	96	0	8
bn.bitrev	rD,rA	010 111 DDDDD AAAAA--- 1001 0	it_arith	96	0	8
bn.sgn	rD,rA	010 111 DDDDD AAAAA000 1010 0	it_arith	96	0	8192
bn.sgnz1	rD,rA	010 111 DDDDD AAAAA001 1010 0	it_arith	96	0	8192
bn.sgnz_1	rD,rA	010 111 DDDDD AAAAA010 1010 0	it_arith	96	0	8192
bn.sgnp	rD,rA	010 111 DDDDD AAAAA100 1010 0	it_arith	96	0	8192
bn.sgnpz1	rD,rA	010 111 DDDDD AAAAA101 1010 0	it_arith	96	0	8192
bn.sgnpz_1	rD,rA	010 111 DDDDD AAAAA110 1010 0	it_arith	96	0	8192
bn.count1	rD,rA	010 111 DDDDD AAAAA--- 1011 0	it_arith	96	0	8192
bn.entri	F,V	010 111 FFFF VVVVVVVVV 1100 0	it_store	295520	0	32
bn.reti	F,V	010 111 FFFF VVVVVVVVV 1101 0	it_return	298080	0	32
bn.rtnei	F,V	010 111 FFFF VVVVVVVVV 1110 0	it_load	298080	0	32
bn.beqi	rA,%,`	001 000 AAAAA %%% ```````` 00	it_cond_branch	32	0	1
bn.bnei	rA,%,`	001 000 AAAAA %%% ```````` 10	it_cond_branch	32	0	1
bn.bf	~	001 000 ~~~~~~~~~~~~~~~~   01	it_cond_branch	2	0	1
bn.bnf	~	001 000 ~~~~~~~~~~~~~~~~   11	it_cond_branch	2	0	1
bn.blesi	rA,%,`	001 001 AAAAA %%% ```````` 00	it_cond_branch	32	0	1
bn.bgtsi	rA,%,`	001 001 AAAAA %%% ```````` 10	it_cond_branch	32	0	1
bn.bleui	rA,%,`	001 001 AAAAA %%% ```````` 01	it_cond_branch	32	0	1
bn.bgtui	rA,%,`	001 001 AAAAA %%% ```````` 11	it_cond_branch	32	0	1
bn.jal	s	001 010 ssssssssssssssssss	it_call	4160	0	1
bn.j	s	001 011 ssssssssssssssssss	it_uncond_branch	0	0	1
bn.mlwz	rD,K(rA),c	001 100 DDDDD AAAAA KKKKKK cc	it_load	787552	0	32
bn.msw	K(rA),rB,c	001 101 BBBBB AAAAA KKKKKK cc	it_store	786976	0	32
bn.srlri	rD,rA,H	011 000 DDDDD AAAAA HHHHH 000	it_shift	96	0	8192
bn.srari	rD,rA,H	011 000 DDDDD AAAAA HHHHH 001	it_shift	96	0	8192
bn.srarzi	rD,rA,H	011 000 DDDDD AAAAA HHHHH 010	it_shift	96	0	8192
bn.addcqq_s	rD	011 000 DDDDD ----- ----- 100	it_arith	80	0	8192
bn.subcqq_s	rD	011 000 DDDDD ----- ----- 101	it_arith	80	0	8192
bn.addcnqq_s	rD	011 000 DDDDD ----- ----- 110	it_arith	80	0	8192
bn.subcnqq_s	rD	011 000 DDDDD ----- ----- 111	it_arith	80	0	8192
bn.dsl	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 000	it_shift	16480	0	8192
bn.bsl	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 001	it_shift	96	0	8192
bn.dsr	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 010	it_shift	16480	0	8192
bn.bsa	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 011	it_shift	96	0	8192
bn.bsa_s	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 111	it_shift	96	0	8192
bn.crc_le	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 100	it_arith	96	0	8192
bn.conjc	rD,rA	011 001 DDDDD AAAAA ----- 101	it_arith	96	0	8192
bn.pack_s	rD,rA,rB	011 001 DDDDD AAAAA BBBBB 110	it_move	96	0	8192
bn.dsli	rD,rA,b	011 010 DDDDD AAAAA bbbbbb 00	it_shift	16480	0	8192
bn.dsri	rD,rA,b	011 010 DDDDD AAAAA bbbbbb 01	it_shift	16480	0	8192
bn.muladdh	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 000	it_arith	96	0	8192
bn.muladdhx	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 001	it_arith	96	0	8192
bn.mulsubh	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 010	it_arith	96	0	8192
bn.mulsubhx	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 011	it_arith	96	0	8192
bn.addp_s	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 100	it_arith	112	0	8192
bn.subp_s	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 101	it_arith	112	0	8192
bn.addcn_s	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 110	it_arith	112	0	8192
bn.subcn_s	rD,rA,rB	011 011 DDDDD AAAAA BBBBB 111	it_arith	112	0	8192
bn.sat	rD,rA,H	011 100 DDDDD AAAAA HHHHH -00	it_subword	1048672	0	8192
bn.satu	rD,rA,H	011 100 DDDDD AAAAA HHHHH -01	it_subword	1048672	0	8192
bn.satsu	rD,rA,H	011 100 DDDDD AAAAA HHHHH -10	it_subword	1048672	0	8192
bn.satus	rD,rA,H	011 100 DDDDD AAAAA HHHHH -11	it_subword	1048672	0	8192
bn.sf2df	rD,rA	011 100 DDDDD AAAAA ----- 100	it_float	352	0	2048
bn.df2sf	rD,rA	011 100 DDDDD AAAAA ----- 101	it_float	224	0	2048
bn.addsf	rD,rA,rB	011 101 DDDDD AAAAA BBBBB 000	it_float	96	0	1024
bn.subsf	rD,rA,rB	011 101 DDDDD AAAAA BBBBB 001	it_float	96	0	1024
bn.i2sf	rD,rA	011 101 DDDDD AAAAA ----0 010	it_float	96	0	1024
bn.sf2i	rD,rA	011 101 DDDDD AAAAA ----0 011	it_float	96	0	1024
bn.mulsf	rD,rA,rB	011 101 DDDDD AAAAA BBBBB 100	it_float	96	0	1024
bn.maddsf	rD,rA,rB	011 101 DDDDD AAAAA BBBBB 101	it_float	96	0	1024
bn.divsf	rD,rA,rB	011 101 DDDDD AAAAA BBBBB 110	it_float	96	0	1024
bn.remsf	rD,rA,rB	011 101 DDDDD AAAAA BBBBB 111	it_float	96	0	1024
bn.sfeqsf	rA,rB	011 110 ----- AAAAA BBBBB 000	it_float	36	0	1024
bn.sflesf	rA,rB	011 110 ----- AAAAA BBBBB 001	it_float	36	0	1024
bn.sfeqdf	rA,rB	011 110 ----- AAAAA BBBBB 010	it_float	164	0	2048
bn.sfledf	rA,rB	011 110 ----- AAAAA BBBBB 011	it_float	164	0	2048
bn.sfnesf	rA,rB	011 110 ----- AAAAA BBBBB 100	it_float	36	0	1024
bn.sfgtsf	rA,rB	011 110 ----- AAAAA BBBBB 101	it_float	36	0	1024
bn.sfnedf	rA,rB	011 110 ----- AAAAA BBBBB 110	it_float	164	0	2048
bn.sfgtdf	rA,rB	011 110 ----- AAAAA BBBBB 111	it_float	164	0	2048
bn.addc_s_lwq	rD,rA,qd,f	011 111 DDDDD AAAAA --ddf 000	it_arith	112	0	8192
bn.subc_s_lwq	rD,rA,qd,f	011 111 DDDDD AAAAA --ddf 001	it_arith	112	0	8192
bn.addcn_s_lwq	rD,rA,qd,f	011 111 DDDDD AAAAA --ddf 010	it_arith	112	0	8192
bn.subcn_s_lwq	rD,rA,qd,f	011 111 DDDDD AAAAA --ddf 011	it_arith	112	0	8192
bn.addc_s_lwqq	rD,Q,f	011 111 DDDDD ----Q ----f 100	it_arith	80	0	8192
bn.subc_s_lwqq	rD,Q,f	011 111 DDDDD ----Q ----f 101	it_arith	80	0	8192
bn.addcn_s_lwqq	rD,Q,f	011 111 DDDDD ----Q ----f 110	it_arith	80	0	8192
bn.subcn_s_lwqq	rD,Q,f	011 111 DDDDD ----Q ----f 111	it_arith	80	0	8192
bg.jal	/	111 001 ///////////////////////// 0	it_call	0	0	1
bg.j	/	111 001 ///////////////////////// 1	it_uncond_branch	0	0	1
bg.lhs	rD,X(rA)	111 010 DDDDD AAAAA XXXXXXXXXXXXXXX 0	it_load	786528	0	1
bg.lhz	rD,X(rA)	111 010 DDDDD AAAAA XXXXXXXXXXXXXXX 1	it_load	786528	0	1
bg.sh	X(rA),rB	111 011 BBBBB AAAAA XXXXXXXXXXXXXXX 1	it_store	786464	0	1
bg.sw	W(rA),rB	111 011 BBBBB AAAAA WWWWWWWWWWWWWW 00	it_store	786464	0	1
bg.lwz	rD,W(rA)	111 011 DDDDD AAAAA WWWWWWWWWWWWWW 10	it_load	786528	0	1
bg.lbz	r?,!(rA)	111 100 ????? AAAAA !!!!!!!!!!!!!!!!	it_load	786528	0	1
bg.pclwz	Y(rA)	111 100 00000 AAAAA YYYYYYYYYYYYYYYY	it_load	794656	0	1
bg.lbs	r?,!(rA)	111 101 ????? AAAAA !!!!!!!!!!!!!!!!	it_load	786528	0	1
bg.prefetch	=(rA)	111 101 00000 AAAAA ==========-- 0001	it_cache	131104	0	1
bg.flush	=(rA)	111 101 00000 AAAAA ==========-- 0010	it_cache	131104	0	1
bg.invalidate	=(rA)	111 101 00000 AAAAA ==========-- 0011	it_cache	131104	0	1
bg.flush_invalidate	=(rA)	111 101 00000 AAAAA ==========-- 0100	it_cache	131104	0	1
bg.syncwritebuffer		111 101 00000 ----- ------------ 0101	it_cache	131072	0	1
bg.flush_line	=(rA),d	111 101 00000 AAAAA ==========dd 0110	it_cache	131104	0	1
bg.invalidate_line	=(rA),d	111 101 00000 AAAAA ==========dd 0111	it_cache	131104	0	1
bg.flush_invalidate_line	=(rA),d	111 101 00000 AAAAA ==========dd 1001	it_cache	131104	0	2
bg.dma_op	rA,rB	111 101 00000 AAAAA BBBBB=====00 1010	it_load	787552	0	64
bg.sb	Y(rA),rB	111 110 BBBBB AAAAA YYYYYYYYYYYYYYYY	it_store	786464	0	1
bg.addi	rD,rA,Y	111 111 DDDDD AAAAA YYYYYYYYYYYYYYYY	it_arith	112	0	1
bg.sfeqi	rA,Y	110 000 AAAAA YYYYYYYYYYYYYYYY-  000 0	it_compare	36	0	1
bg.sfnei	rA,Y	110 000 AAAAA YYYYYYYYYYYYYYYY-  010 0	it_compare	36	0	1
bg.sflesi	rA,Y	110 000 AAAAA YYYYYYYYYYYYYYYY-  100 0	it_compare	36	0	1
bg.sfgtsi	rA,Y	110 000 AAAAA YYYYYYYYYYYYYYYY-  110 0	it_compare	36	0	1
bg.sfleui	rA,Y	110 000 AAAAA YYYYYYYYYYYYYYYY-  101 0	it_compare	36	0	1
bg.sfgtui	rA,Y	110 000 AAAAA YYYYYYYYYYYYYYYY-  111 0	it_compare	36	0	1
bg.movhi	rD,U	110 000 DDDDD UUUUUUUUUUUUUUUU-  000 1	it_movimm	64	0	1
bg.getpcofs	rD,Y	110 000 DDDDD YYYYYYYYYYYYYYYY0  001 1	it_arith	8256	0	16384
bg.addpcofs	rD,Y	110 000 DDDDD YYYYYYYYYYYYYYYY1  001 1	it_arith	24672	0	16384
bg.mtspr1	rB,U	110 000 BBBBB UUUUUUUUUUUUUUUU-  010 1	it_move	32	0	1
bg.mfspr1	rD,U	110 000 DDDDD UUUUUUUUUUUUUUUU-  011 1	it_move	64	0	1
bg.mtspr	rA,rB,|	110 000 BBBBB AAAAA |||||||||||| 110 1	it_move	32	0	1
bg.mfspr	rD,rA,|	110 000 DDDDD AAAAA |||||||||||| 111 1	it_move	96	0	1
bg.andi	rD,rA,t	110 001 DDDDD AAAAA tttttttttttttttt	it_arith	96	0	1
bg.ori	rD,rA,t	110 010 DDDDD AAAAA tttttttttttttttt	it_arith	96	0	1
bg.muli	rD,rA,Y	110 011 DDDDD AAAAA YYYYYYYYYYYYYYYY	it_arith	96	0	1
bg.blesi	rA,I,;	110 100 AAAAA IIIII ;;;;;;;;;;;;;  000	it_cond_branch	32	0	1
bg.bleui	rA,I,;	110 100 AAAAA IIIII ;;;;;;;;;;;;;  001	it_cond_branch	32	0	1
bg.beqi	rA,I,;	110 100 AAAAA IIIII ;;;;;;;;;;;;;  010	it_cond_branch	32	0	1
bg.chk_lu	rC,N(rA),rB	110 100 CCCCC AAAAA BBBBB NNNNNNNN 011	it_compare	524320	0	8192
bg.bgtsi	rA,I,;	110 100 AAAAA IIIII ;;;;;;;;;;;;;  100	it_cond_branch	32	0	1
bg.bgtui	rA,I,;	110 100 AAAAA IIIII ;;;;;;;;;;;;;  101	it_cond_branch	32	0	1
bg.bnei	rA,I,;	110 100 AAAAA IIIII ;;;;;;;;;;;;;  110	it_cond_branch	32	0	1
bg.chk_ll	rC,N(rA),rB	110 100 CCCCC AAAAA BBBBB NNNNNNNN 111	it_compare	524320	0	8192
bg.bles	rA,rB,;	110 101 AAAAA BBBBB ;;;;;;;;;;;;;  000	it_cond_branch	32	0	1
bg.bleu	rA,rB,;	110 101 AAAAA BBBBB ;;;;;;;;;;;;;  001	it_cond_branch	32	0	1
bg.beq	rA,rB,;	110 101 AAAAA BBBBB ;;;;;;;;;;;;;  010	it_cond_branch	32	0	1
bg.bf	'	110 101 '''''''''''''''''''''''    011	it_cond_branch	2	0	1
bg.bgts	rA,rB,;	110 101 AAAAA BBBBB ;;;;;;;;;;;;;  100	it_cond_branch	32	0	1
bg.bgtu	rA,rB,;	110 101 AAAAA BBBBB ;;;;;;;;;;;;;  101	it_cond_branch	32	0	1
bg.bne	rA,rB,;	110 101 AAAAA BBBBB ;;;;;;;;;;;;;  110	it_cond_branch	32	0	1
bg.bnf	'	110 101 '''''''''''''''''''''''    111	it_cond_branch	2	0	1
bg.xori	rD,rA,Y	110 110 DDDDD AAAAA YYYYYYYYYYYYYYYY	it_arith	96	0	1
bg.addic	rD,rA,Y	110 111 DDDDD AAAAA YYYYYYYYYYYYYYYY	it_arith	120	0	1
bw.sfeqi_bf	rA,O,[	010 111 AAAAA OOOOOOOO 0000 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfnei_bf	rA,O,[	010 111 AAAAA OOOOOOOO 0100 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sflesi_bf	rA,O,[	010 111 AAAAA OOOOOOOO 1000 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfgtsi_bf	rA,O,[	010 111 AAAAA OOOOOOOO 1100 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfleui_bf	rA,O,[	010 111 AAAAA OOOOOOOO 1001 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfgtui_bf	rA,O,[	010 111 AAAAA OOOOOOOO 1101 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfeq_bf	rA,rB,[	010 111 AAAAA BBBBB--- 0010 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfne_bf	rA,rB,[	010 111 AAAAA BBBBB--- 0110 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfles_bf	rA,rB,[	010 111 AAAAA BBBBB--- 1010 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfgts_bf	rA,rB,[	010 111 AAAAA BBBBB--- 1110 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfleu_bf	rA,rB,[	010 111 AAAAA BBBBB--- 1011 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bw.sfgtu_bf	rA,rB,[	010 111 AAAAA BBBBB--- 1111 1  001 000 [[[[[[[[[[[[[[[[ 01	it_cond_branch	38	1	32768
bx.sfeqi_bf	rA,O,]	010 111 AAAAA OOOOOOOO 0000 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfnei_bf	rA,O,]	010 111 AAAAA OOOOOOOO 0100 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sflesi_bf	rA,O,]	010 111 AAAAA OOOOOOOO 1000 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfgtsi_bf	rA,O,]	010 111 AAAAA OOOOOOOO 1100 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfleui_bf	rA,O,]	010 111 AAAAA OOOOOOOO 1001 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfgtui_bf	rA,O,]	010 111 AAAAA OOOOOOOO 1101 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfeq_bf	rA,rB,]	010 111 AAAAA BBBBB--- 0010 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfne_bf	rA,rB,]	010 111 AAAAA BBBBB--- 0110 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfles_bf	rA,rB,]	010 111 AAAAA BBBBB--- 1010 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfgts_bf	rA,rB,]	010 111 AAAAA BBBBB--- 1110 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfleu_bf	rA,rB,]	010 111 AAAAA BBBBB--- 1011 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bx.sfgtu_bf	rA,rB,]	010 111 AAAAA BBBBB--- 1111 1  110 101 ]]]]]]]]]]]]]]]]]]]]]]] 011	it_cond_branch	38	1	32768
bg.divl	rD,rA,rB,b	101 000 DDDDD AAAAA BBBBB bbbbbb ---00	it_arith	524384	0	8192
bg.divlr	rD,rA,rB,b	101 000 DDDDD AAAAA BBBBB bbbbbb ---01	it_arith	524384	0	8192
bg.divlu	rD,rA,rB,b	101 000 DDDDD AAAAA BBBBB bbbbbb ---10	it_arith	524384	0	8192
bg.divlru	rD,rA,rB,b	101 000 DDDDD AAAAA BBBBB bbbbbb ---11	it_arith	524384	0	8192
bg.ldww	rD,R(rA),qd,Q	101 001 DDDDD AAAAA RRRRRRRRRRR Q dd 00	it_load	96	0	8192
bg.ldwwx	rD,R(rA),qd,Q	101 001 DDDDD AAAAA RRRRRRRRRRR Q dd 01	it_load	96	0	8192
bg.ldww2	rD,R(rA),qd,Q	101 001 DDDDD AAAAA RRRRRRRRRRR Q dd 10	it_load	96	0	8192
